modelId,brandId,brandName,modelName,vehicleClassCodes,status,publishable,providerLane,providerMake,providerModelFamily,providerModelYear,exactMatchReview,currentImageUrl,targetAssetPath,requestedPaintDescription,requestedAngle,requestedZoomType,requestedFileType,requestedWidth
vehicle-mazda-6-ruiyi,brand-mazda,马自达,睿翼,passenger_car,approved,true,owned_reviewed_asset,马自达,睿翼,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mazda-6-ruiyi.webp,/assets/used-cars/owner-presentation-v2/vehicle-mazda-6-ruiyi.webp,white,28,relative,webp,800
vehicle-mazda-2,brand-mazda,马自达,马自达2,passenger_car,approved,true,owned_reviewed_asset,马自达,马自达2,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mazda-2.webp,/assets/used-cars/owner-presentation-v2/vehicle-mazda-2.webp,white,28,relative,webp,800
vehicle-mazda-5,brand-mazda,马自达,马自达5,passenger_car,approved,true,owned_reviewed_asset,马自达,马自达5,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mazda-5.webp,/assets/used-cars/owner-presentation-v2/vehicle-mazda-5.webp,white,28,relative,webp,800
vehicle-mazda-8,brand-mazda,马自达,马自达8,passenger_car,approved,true,owned_reviewed_asset,马自达,马自达8,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mazda-8.webp,/assets/used-cars/owner-presentation-v2/vehicle-mazda-8.webp,white,28,relative,webp,800
vehicle-mazda-cx3,brand-mazda,马自达,CX-3,passenger_car,approved,true,owned_reviewed_asset,马自达,CX-3,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mazda-cx3.webp,/assets/used-cars/owner-presentation-v2/vehicle-mazda-cx3.webp,white,28,relative,webp,800
vehicle-mazda-cx4,brand-mazda,马自达,CX-4,passenger_car,approved,true,owned_reviewed_asset,马自达,CX-4,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mazda-cx4.webp,/assets/used-cars/owner-presentation-v2/vehicle-mazda-cx4.webp,white,28,relative,webp,800
vehicle-mazda-cx5,brand-mazda,马自达,CX-5,passenger_car,approved,true,owned_reviewed_asset,马自达,CX-5,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mazda-cx5.webp,/assets/used-cars/owner-presentation-v2/vehicle-mazda-cx5.webp,white,28,relative,webp,800
vehicle-mazda-cx7,brand-mazda,马自达,CX-7,passenger_car,approved,true,owned_reviewed_asset,马自达,CX-7,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mazda-cx7.webp,/assets/used-cars/owner-presentation-v2/vehicle-mazda-cx7.webp,white,28,relative,webp,800
vehicle-mazda-cx8,brand-mazda,马自达,CX-8,passenger_car,approved,true,owned_reviewed_asset,马自达,CX-8,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mazda-cx8.webp,/assets/used-cars/owner-presentation-v2/vehicle-mazda-cx8.webp,white,28,relative,webp,800
vehicle-mazda-cx30,brand-mazda,马自达,CX-30,passenger_car,approved,true,owned_reviewed_asset,马自达,CX-30,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mazda-cx30.webp,/assets/used-cars/owner-presentation-v2/vehicle-mazda-cx30.webp,white,28,relative,webp,800
vehicle-mazda-cx50,brand-mazda,马自达,CX-50行也,passenger_car,approved,true,owned_reviewed_asset,马自达,CX-50行也,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mazda-cx50.webp,/assets/used-cars/owner-presentation-v2/vehicle-mazda-cx50.webp,white,28,relative,webp,800
vehicle-mazda-ez6,brand-mazda,马自达,EZ-6,passenger_car,approved,true,owned_reviewed_asset,马自达,EZ-6,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mazda-ez6.webp,/assets/used-cars/owner-presentation-v2/vehicle-mazda-ez6.webp,white,28,relative,webp,800
vehicle-mazda-ez60,brand-mazda,马自达,EZ-60,passenger_car,approved,true,owned_reviewed_asset,马自达,EZ-60,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mazda-ez60.webp,/assets/used-cars/owner-presentation-v2/vehicle-mazda-ez60.webp,white,28,relative,webp,800
vehicle-mazda-mx5,brand-mazda,马自达,MX-5,passenger_car,approved,true,owned_reviewed_asset,马自达,MX-5,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mazda-mx5.webp,/assets/used-cars/owner-presentation-v2/vehicle-mazda-mx5.webp,white,28,relative,webp,800
vehicle-mazda-rx8,brand-mazda,马自达,RX-8,passenger_car,approved,true,owned_reviewed_asset,马自达,RX-8,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mazda-rx8.webp,/assets/used-cars/owner-presentation-v2/vehicle-mazda-rx8.webp,white,28,relative,webp,800
vehicle-peugeot-206,brand-peugeot,标致,206,passenger_car,approved,true,owned_reviewed_asset,标致,206,,passed,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-206.webp,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-206.webp,white,28,relative,webp,800
vehicle-peugeot-207,brand-peugeot,标致,207,passenger_car,approved,true,owned_reviewed_asset,标致,207,,passed,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-207.webp,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-207.webp,white,28,relative,webp,800
vehicle-peugeot-301,brand-peugeot,标致,301,passenger_car,approved,true,owned_reviewed_asset,标致,301,,passed,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-301.webp,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-301.webp,white,28,relative,webp,800
vehicle-peugeot-307,brand-peugeot,标致,307,passenger_car,approved,true,owned_reviewed_asset,标致,307,,passed,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-307.webp,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-307.webp,white,28,relative,webp,800
vehicle-peugeot-308,brand-peugeot,标致,308,passenger_car,approved,true,owned_reviewed_asset,标致,308,,passed,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-308.webp,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-308.webp,white,28,relative,webp,800
vehicle-peugeot-308s,brand-peugeot,标致,308S,passenger_car,approved,true,owned_reviewed_asset,标致,308S,,passed,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-308s.webp,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-308s.webp,white,28,relative,webp,800
vehicle-peugeot-408,brand-peugeot,标致,408,passenger_car,approved,true,owned_reviewed_asset,标致,408,,passed,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-408.webp,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-408.webp,white,28,relative,webp,800
vehicle-peugeot-408x,brand-peugeot,标致,408X,passenger_car,approved,true,owned_reviewed_asset,标致,408X,,passed,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-408x.webp,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-408x.webp,white,28,relative,webp,800
vehicle-peugeot-508,brand-peugeot,标致,508,passenger_car,approved,true,owned_reviewed_asset,标致,508,,passed,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-508.webp,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-508.webp,white,28,relative,webp,800
vehicle-peugeot-508l,brand-peugeot,标致,508L,passenger_car,approved,true,owned_reviewed_asset,标致,508L,,passed,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-508l.webp,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-508l.webp,white,28,relative,webp,800
vehicle-peugeot-2008,brand-peugeot,标致,2008,passenger_car,approved,true,owned_reviewed_asset,标致,2008,,passed,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-2008.webp,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-2008.webp,white,28,relative,webp,800
vehicle-peugeot-3008,brand-peugeot,标致,3008,passenger_car,approved,true,owned_reviewed_asset,标致,3008,,passed,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-3008.webp,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-3008.webp,white,28,relative,webp,800
vehicle-peugeot-4008,brand-peugeot,标致,4008,passenger_car,approved,true,owned_reviewed_asset,标致,4008,,passed,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-4008.webp,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-4008.webp,white,28,relative,webp,800
vehicle-peugeot-5008,brand-peugeot,标致,5008,passenger_car,approved,true,owned_reviewed_asset,标致,5008,,passed,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-5008.webp,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-5008.webp,white,28,relative,webp,800
vehicle-peugeot-rcz,brand-peugeot,标致,RCZ,passenger_car,approved,true,owned_reviewed_asset,标致,RCZ,,passed,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-rcz.webp,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-rcz.webp,white,28,relative,webp,800
vehicle-peugeot-e2008,brand-peugeot,标致,e-2008,passenger_car,approved,true,owned_reviewed_asset,标致,e-2008,,passed,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-e2008.webp,/assets/used-cars/owner-presentation-v2/vehicle-peugeot-e2008.webp,white,28,relative,webp,800
vehicle-citroen-c2,brand-citroen,雪铁龙,C2,passenger_car,approved,true,owned_reviewed_asset,雪铁龙,C2,,passed,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c2.webp,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c2.webp,white,28,relative,webp,800
vehicle-citroen-c3xr,brand-citroen,雪铁龙,C3-XR,passenger_car,approved,true,owned_reviewed_asset,雪铁龙,C3-XR,,passed,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c3xr.webp,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c3xr.webp,white,28,relative,webp,800
vehicle-citroen-c4l,brand-citroen,雪铁龙,C4L,passenger_car,approved,true,owned_reviewed_asset,雪铁龙,C4L,,passed,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c4l.webp,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c4l.webp,white,28,relative,webp,800
vehicle-citroen-c4-quatre,brand-citroen,雪铁龙,世嘉,passenger_car,approved,true,owned_reviewed_asset,雪铁龙,世嘉,,passed,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c4-quatre.webp,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c4-quatre.webp,white,28,relative,webp,800
vehicle-citroen-c4-cquatre,brand-citroen,雪铁龙,C4世嘉,passenger_car,approved,true,owned_reviewed_asset,雪铁龙,C4世嘉,,passed,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c4-cquatre.webp,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c4-cquatre.webp,white,28,relative,webp,800
vehicle-citroen-c5,brand-citroen,雪铁龙,C5,passenger_car,approved,true,owned_reviewed_asset,雪铁龙,C5,,passed,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c5.webp,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c5.webp,white,28,relative,webp,800
vehicle-citroen-c6,brand-citroen,雪铁龙,C6,passenger_car,approved,true,owned_reviewed_asset,雪铁龙,C6,,passed,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c6.webp,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c6.webp,white,28,relative,webp,800
vehicle-citroen-c5x,brand-citroen,雪铁龙,凡尔赛C5 X,passenger_car,approved,true,owned_reviewed_asset,雪铁龙,凡尔赛C5 X,,passed,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c5x.webp,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c5x.webp,white,28,relative,webp,800
vehicle-citroen-c5-aircross,brand-citroen,雪铁龙,天逸C5 AIRCROSS,passenger_car,approved,true,owned_reviewed_asset,雪铁龙,天逸C5 AIRCROSS,,passed,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c5-aircross.webp,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c5-aircross.webp,white,28,relative,webp,800
vehicle-citroen-c4-aircross,brand-citroen,雪铁龙,云逸C4 AIRCROSS,passenger_car,approved,true,owned_reviewed_asset,雪铁龙,云逸C4 AIRCROSS,,passed,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c4-aircross.webp,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c4-aircross.webp,white,28,relative,webp,800
vehicle-citroen-elysee,brand-citroen,雪铁龙,爱丽舍,passenger_car,approved,true,owned_reviewed_asset,雪铁龙,爱丽舍,,passed,/assets/used-cars/owner-presentation-v2/vehicle-citroen-elysee.webp,/assets/used-cars/owner-presentation-v2/vehicle-citroen-elysee.webp,white,28,relative,webp,800
vehicle-citroen-fukang,brand-citroen,雪铁龙,富康,passenger_car,approved,true,owned_reviewed_asset,雪铁龙,富康,,passed,/assets/used-cars/owner-presentation-v2/vehicle-citroen-fukang.webp,/assets/used-cars/owner-presentation-v2/vehicle-citroen-fukang.webp,white,28,relative,webp,800
vehicle-citroen-xsara,brand-citroen,雪铁龙,赛纳,passenger_car,approved,true,owned_reviewed_asset,雪铁龙,赛纳,,passed,/assets/used-cars/owner-presentation-v2/vehicle-citroen-xsara.webp,/assets/used-cars/owner-presentation-v2/vehicle-citroen-xsara.webp,white,28,relative,webp,800
vehicle-citroen-picasso,brand-citroen,雪铁龙,毕加索,passenger_car,approved,true,owned_reviewed_asset,雪铁龙,毕加索,,passed,/assets/used-cars/owner-presentation-v2/vehicle-citroen-picasso.webp,/assets/used-cars/owner-presentation-v2/vehicle-citroen-picasso.webp,white,28,relative,webp,800
vehicle-citroen-c4-picasso,brand-citroen,雪铁龙,C4 PICASSO,passenger_car,approved,true,owned_reviewed_asset,雪铁龙,C4 PICASSO,,passed,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c4-picasso.webp,/assets/used-cars/owner-presentation-v2/vehicle-citroen-c4-picasso.webp,white,28,relative,webp,800
vehicle-skoda-octavia,brand-skoda,斯柯达,明锐,passenger_car,approved,true,owned_reviewed_asset,斯柯达,明锐,,passed,/assets/used-cars/owner-presentation-v2/vehicle-skoda-octavia.webp,/assets/used-cars/owner-presentation-v2/vehicle-skoda-octavia.webp,white,28,relative,webp,800
vehicle-skoda-superb,brand-skoda,斯柯达,速派,passenger_car,approved,true,owned_reviewed_asset,斯柯达,速派,,passed,/assets/used-cars/owner-presentation-v2/vehicle-skoda-superb.webp,/assets/used-cars/owner-presentation-v2/vehicle-skoda-superb.webp,white,28,relative,webp,800
vehicle-skoda-superb-haorui,brand-skoda,斯柯达,昊锐,passenger_car,approved,true,owned_reviewed_asset,斯柯达,昊锐,,passed,/assets/used-cars/owner-presentation-v2/vehicle-skoda-superb-haorui.webp,/assets/used-cars/owner-presentation-v2/vehicle-skoda-superb-haorui.webp,white,28,relative,webp,800
vehicle-skoda-rapid,brand-skoda,斯柯达,昕锐,passenger_car,approved,true,owned_reviewed_asset,斯柯达,昕锐,,passed,/assets/used-cars/owner-presentation-v2/vehicle-skoda-rapid.webp,/assets/used-cars/owner-presentation-v2/vehicle-skoda-rapid.webp,white,28,relative,webp,800
vehicle-skoda-spaceback,brand-skoda,斯柯达,昕动,passenger_car,approved,true,owned_reviewed_asset,斯柯达,昕动,,passed,/assets/used-cars/owner-presentation-v2/vehicle-skoda-spaceback.webp,/assets/used-cars/owner-presentation-v2/vehicle-skoda-spaceback.webp,white,28,relative,webp,800
vehicle-skoda-fabia,brand-skoda,斯柯达,晶锐,passenger_car,approved,true,owned_reviewed_asset,斯柯达,晶锐,,passed,/assets/used-cars/owner-presentation-v2/vehicle-skoda-fabia.webp,/assets/used-cars/owner-presentation-v2/vehicle-skoda-fabia.webp,white,28,relative,webp,800
vehicle-skoda-kamiq,brand-skoda,斯柯达,柯米克,passenger_car,approved,true,owned_reviewed_asset,斯柯达,柯米克,,passed,/assets/used-cars/owner-presentation-v2/vehicle-skoda-kamiq.webp,/assets/used-cars/owner-presentation-v2/vehicle-skoda-kamiq.webp,white,28,relative,webp,800
vehicle-skoda-kamiq-gt,brand-skoda,斯柯达,柯米克GT,passenger_car,approved,true,owned_reviewed_asset,斯柯达,柯米克GT,,passed,/assets/used-cars/owner-presentation-v2/vehicle-skoda-kamiq-gt.webp,/assets/used-cars/owner-presentation-v2/vehicle-skoda-kamiq-gt.webp,white,28,relative,webp,800
vehicle-skoda-karoq,brand-skoda,斯柯达,柯珞克,passenger_car,approved,true,owned_reviewed_asset,斯柯达,柯珞克,,passed,/assets/used-cars/owner-presentation-v2/vehicle-skoda-karoq.webp,/assets/used-cars/owner-presentation-v2/vehicle-skoda-karoq.webp,white,28,relative,webp,800
vehicle-skoda-kodiaq,brand-skoda,斯柯达,柯迪亚克,passenger_car,approved,true,owned_reviewed_asset,斯柯达,柯迪亚克,,passed,/assets/used-cars/owner-presentation-v2/vehicle-skoda-kodiaq.webp,/assets/used-cars/owner-presentation-v2/vehicle-skoda-kodiaq.webp,white,28,relative,webp,800
vehicle-skoda-kodiaq-gt,brand-skoda,斯柯达,柯迪亚克GT,passenger_car,approved,true,owned_reviewed_asset,斯柯达,柯迪亚克GT,,passed,/assets/used-cars/owner-presentation-v2/vehicle-skoda-kodiaq-gt.webp,/assets/used-cars/owner-presentation-v2/vehicle-skoda-kodiaq-gt.webp,white,28,relative,webp,800
vehicle-skoda-yeti,brand-skoda,斯柯达,野帝,passenger_car,approved,true,owned_reviewed_asset,斯柯达,野帝,,passed,/assets/used-cars/owner-presentation-v2/vehicle-skoda-yeti.webp,/assets/used-cars/owner-presentation-v2/vehicle-skoda-yeti.webp,white,28,relative,webp,800
vehicle-jetta-va3,brand-jetta,捷达,VA3,passenger_car,approved,true,owned_reviewed_asset,捷达,VA3,,passed,/assets/used-cars/owner-presentation-v2/vehicle-jetta-va3.webp,/assets/used-cars/owner-presentation-v2/vehicle-jetta-va3.webp,white,28,relative,webp,800
vehicle-jetta-va7,brand-jetta,捷达,VA7,passenger_car,approved,true,owned_reviewed_asset,捷达,VA7,,passed,/assets/used-cars/owner-presentation-v2/vehicle-jetta-va7.webp,/assets/used-cars/owner-presentation-v2/vehicle-jetta-va7.webp,white,28,relative,webp,800
vehicle-jetta-vs5,brand-jetta,捷达,VS5,passenger_car,approved,true,owned_reviewed_asset,捷达,VS5,,passed,/assets/used-cars/owner-presentation-v2/vehicle-jetta-vs5.webp,/assets/used-cars/owner-presentation-v2/vehicle-jetta-vs5.webp,white,28,relative,webp,800
vehicle-jetta-vs7,brand-jetta,捷达,VS7,passenger_car,approved,true,owned_reviewed_asset,捷达,VS7,,passed,/assets/used-cars/owner-presentation-v2/vehicle-jetta-vs7.webp,/assets/used-cars/owner-presentation-v2/vehicle-jetta-vs7.webp,white,28,relative,webp,800
vehicle-mitsubishi-outlander,brand-mitsubishi,三菱,欧蓝德,passenger_car,approved,true,owned_reviewed_asset,三菱,欧蓝德,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-outlander.webp,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-outlander.webp,white,28,relative,webp,800
vehicle-mitsubishi-asx,brand-mitsubishi,三菱,劲炫ASX,passenger_car,approved,true,owned_reviewed_asset,三菱,劲炫ASX,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-asx.webp,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-asx.webp,white,28,relative,webp,800
vehicle-mitsubishi-eclipse-cross,brand-mitsubishi,三菱,奕歌,passenger_car,approved,true,owned_reviewed_asset,三菱,奕歌,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-eclipse-cross.webp,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-eclipse-cross.webp,white,28,relative,webp,800
vehicle-mitsubishi-pajero,brand-mitsubishi,三菱,帕杰罗,passenger_car,approved,true,owned_reviewed_asset,三菱,帕杰罗,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-pajero.webp,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-pajero.webp,white,28,relative,webp,800
vehicle-mitsubishi-pajero-sport,brand-mitsubishi,三菱,帕杰罗·劲畅,passenger_car,approved,true,owned_reviewed_asset,三菱,帕杰罗·劲畅,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-pajero-sport.webp,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-pajero-sport.webp,white,28,relative,webp,800
vehicle-mitsubishi-lancer,brand-mitsubishi,三菱,蓝瑟,passenger_car,approved,true,owned_reviewed_asset,三菱,蓝瑟,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-lancer.webp,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-lancer.webp,white,28,relative,webp,800
vehicle-mitsubishi-lancer-ex,brand-mitsubishi,三菱,翼神,passenger_car,approved,true,owned_reviewed_asset,三菱,翼神,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-lancer-ex.webp,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-lancer-ex.webp,white,28,relative,webp,800
vehicle-mitsubishi-galant,brand-mitsubishi,三菱,戈蓝,passenger_car,approved,true,owned_reviewed_asset,三菱,戈蓝,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-galant.webp,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-galant.webp,white,28,relative,webp,800
vehicle-mitsubishi-grandis,brand-mitsubishi,三菱,格蓝迪,passenger_car,approved,true,owned_reviewed_asset,三菱,格蓝迪,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-grandis.webp,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-grandis.webp,white,28,relative,webp,800
vehicle-mitsubishi-zinger,brand-mitsubishi,三菱,君阁,passenger_car,approved,true,owned_reviewed_asset,三菱,君阁,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-zinger.webp,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-zinger.webp,white,28,relative,webp,800
vehicle-mitsubishi-airtrek,brand-mitsubishi,三菱,阿图柯,passenger_car,approved,true,owned_reviewed_asset,三菱,阿图柯,,passed,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-airtrek.webp,/assets/used-cars/owner-presentation-v2/vehicle-mitsubishi-airtrek.webp,white,28,relative,webp,800
vehicle-suzuki-swift,brand-suzuki,铃木,雨燕,passenger_car,approved,true,owned_reviewed_asset,铃木,雨燕,,passed,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-swift.webp,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-swift.webp,white,28,relative,webp,800
vehicle-suzuki-alto,brand-suzuki,铃木,奥拓,passenger_car,approved,true,owned_reviewed_asset,铃木,奥拓,,passed,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-alto.webp,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-alto.webp,white,28,relative,webp,800
vehicle-suzuki-s-cross,brand-suzuki,铃木,骁途,passenger_car,approved,true,owned_reviewed_asset,铃木,骁途,,passed,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-s-cross.webp,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-s-cross.webp,white,28,relative,webp,800
vehicle-suzuki-sx4,brand-suzuki,铃木,天语SX4,passenger_car,approved,true,owned_reviewed_asset,铃木,天语SX4,,passed,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-sx4.webp,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-sx4.webp,white,28,relative,webp,800
vehicle-suzuki-s-cross-fengyu,brand-suzuki,铃木,锋驭,passenger_car,approved,true,owned_reviewed_asset,铃木,锋驭,,passed,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-s-cross-fengyu.webp,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-s-cross-fengyu.webp,white,28,relative,webp,800
vehicle-suzuki-vitara,brand-suzuki,铃木,维特拉,passenger_car,approved,true,owned_reviewed_asset,铃木,维特拉,,passed,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-vitara.webp,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-vitara.webp,white,28,relative,webp,800
vehicle-suzuki-grand-vitara,brand-suzuki,铃木,超级维特拉,passenger_car,approved,true,owned_reviewed_asset,铃木,超级维特拉,,passed,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-grand-vitara.webp,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-grand-vitara.webp,white,28,relative,webp,800
vehicle-suzuki-jimny,brand-suzuki,铃木,吉姆尼,passenger_car,approved,true,owned_reviewed_asset,铃木,吉姆尼,,passed,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-jimny.webp,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-jimny.webp,white,28,relative,webp,800
vehicle-suzuki-alivio,brand-suzuki,铃木,启悦,passenger_car,approved,true,owned_reviewed_asset,铃木,启悦,,passed,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-alivio.webp,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-alivio.webp,white,28,relative,webp,800
vehicle-suzuki-liana,brand-suzuki,铃木,利亚纳,passenger_car,approved,true,owned_reviewed_asset,铃木,利亚纳,,passed,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-liana.webp,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-liana.webp,white,28,relative,webp,800
vehicle-suzuki-beidouxing,brand-suzuki,铃木,北斗星,passenger_car,approved,true,owned_reviewed_asset,铃木,北斗星,,passed,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-beidouxing.webp,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-beidouxing.webp,white,28,relative,webp,800
vehicle-suzuki-kizashi,brand-suzuki,铃木,凯泽西,passenger_car,approved,true,owned_reviewed_asset,铃木,凯泽西,,passed,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-kizashi.webp,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-kizashi.webp,white,28,relative,webp,800
vehicle-suzuki-wagon-r,brand-suzuki,铃木,浪迪,passenger_car,approved,true,owned_reviewed_asset,铃木,浪迪,,passed,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-wagon-r.webp,/assets/used-cars/owner-presentation-v2/vehicle-suzuki-wagon-r.webp,white,28,relative,webp,800
vehicle-subaru-forester,brand-subaru,斯巴鲁,森林人,passenger_car,approved,true,owned_reviewed_asset,斯巴鲁,森林人,,passed,/assets/used-cars/owner-presentation-v2/vehicle-subaru-forester.webp,/assets/used-cars/owner-presentation-v2/vehicle-subaru-forester.webp,white,28,relative,webp,800
vehicle-subaru-outback,brand-subaru,斯巴鲁,傲虎,passenger_car,approved,true,owned_reviewed_asset,斯巴鲁,傲虎,,passed,/assets/used-cars/owner-presentation-v2/vehicle-subaru-outback.webp,/assets/used-cars/owner-presentation-v2/vehicle-subaru-outback.webp,white,28,relative,webp,800
vehicle-subaru-xv,brand-subaru,斯巴鲁,XV,passenger_car,approved,true,owned_reviewed_asset,斯巴鲁,XV,,passed,/assets/used-cars/owner-presentation-v2/vehicle-subaru-xv.webp,/assets/used-cars/owner-presentation-v2/vehicle-subaru-xv.webp,white,28,relative,webp,800
vehicle-subaru-crosstrek,brand-subaru,斯巴鲁,旭豹,passenger_car,approved,true,owned_reviewed_asset,斯巴鲁,旭豹,,passed,/assets/used-cars/owner-presentation-v2/vehicle-subaru-crosstrek.webp,/assets/used-cars/owner-presentation-v2/vehicle-subaru-crosstrek.webp,white,28,relative,webp,800
vehicle-subaru-legacy,brand-subaru,斯巴鲁,力狮,passenger_car,approved,true,owned_reviewed_asset,斯巴鲁,力狮,,passed,/assets/used-cars/owner-presentation-v2/vehicle-subaru-legacy.webp,/assets/used-cars/owner-presentation-v2/vehicle-subaru-legacy.webp,white,28,relative,webp,800
